Document Name,Link,Current Status,ID #,Version,Facility/Project Name,County,Document Date,Document Types,Page count,Linked
GW1-2022-03945_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295892&dbid=0&repo=WaterResources,,GW1-2022-03945,,,Henderson,4/12/2022,Well Construction - GW1,1,
GW1-2022-08815_Well Construction - GW1_20220909,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499181&dbid=0&repo=WaterResources,,GW1-2022-08815,,,Wilkes,9/9/2022,Well Construction - GW1,1,
GW1-2022-01258_Well Construction - GW1_20220112,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2178882&dbid=0&repo=WaterResources,,GW1-2022-01258,,,Henderson,1/12/2022,Well Construction - GW1,1,
GW1-2022-08533_Well Construction - GW1_20220408,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492401&dbid=0&repo=WaterResources,,GW1-2022-08533,,,Yadkin,4/8/2022,Well Construction - GW1,1,
GW1-2022-04956_Well Construction - GW1_20220516,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2349246&dbid=0&repo=WaterResources,,GW1-2022-04956,,,Macon,5/16/2022,Well Construction - GW1,2,
GW1-2022-04972_Well Construction - GW1_20220527,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2349324&dbid=0&repo=WaterResources,,GW1-2022-04972,,,Halifax,5/27/2022,Well Construction - GW1,2,
GW1-2022-03198_Well Construction - GW1_20220309,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2236512&dbid=0&repo=WaterResources,,GW1-2022-03198,,,McDowell,3/9/2022,Well Construction - GW1,1,
GW1-2022-03981_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2296630&dbid=0&repo=WaterResources,,GW1-2022-03981,,,Buncombe,4/12/2022,Well Construction - GW1,1,
GW1-2022-04881_Well Construction - GW1_20220525,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2346968&dbid=0&repo=WaterResources,,GW1-2022-04881,,,Mecklenburg,5/25/2022,Well Construction - GW1,1,
GW1-2022-04350_Well Construction - GW1_20220411,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2319460&dbid=0&repo=WaterResources,,GW1-2022-04350,,,Mecklenburg,4/11/2022,Well Construction - GW1,1,
GW1-2022-05820_Well Construction - GW1_20220609,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2380949&dbid=0&repo=WaterResources,,GW1-2022-05820,,,Gaston,6/9/2022,Well Construction - GW1,1,
GW1-2022-09056_Well Construction - GW1_20220930,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2514539&dbid=0&repo=WaterResources,,GW1-2022-09056,,,Brunswick,9/30/2022,Well Construction - GW1,3,
GW1-2022-08521_Well Construction - GW1_20220511,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492389&dbid=0&repo=WaterResources,,GW1-2022-08521,,,Iredell,5/11/2022,Well Construction - GW1,1,
GW1-2022-09964_Well Construction - GW1_20221104,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2565297&dbid=0&repo=WaterResources,,GW1-2022-09964,,,Pasquotank,11/4/2022,Well Construction - GW1,3,
GW1-2022-01712_Well Construction - GW1_20220222,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2212351&dbid=0&repo=WaterResources,,GW1-2022-01712,,,Franklin,2/22/2022,Well Construction - GW1,4,
GW1-2022-05639_Well Construction - GW1_20220610,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2372568&dbid=0&repo=WaterResources,,GW1-2022-05639,,,Lincoln,6/10/2022,Well Construction - GW1,1,
GW1-2022-07308_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2452483&dbid=0&repo=WaterResources,,GW1-2022-07308,,,Orange,8/9/2022,Well Construction - GW1,1,
GW1-2022-03209_Well Construction - GW1_20220308,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2242061&dbid=0&repo=WaterResources,,GW1-2022-03209,,,Gaston,3/8/2022,Well Construction - GW1,1,
GW1-2022-01439_Well Construction - GW1_20220124,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2192187&dbid=0&repo=WaterResources,,GW1-2022-01439,,,Buncombe,1/24/2022,Well Abandonment,1,
GW1-2022-05941_Well Construction - GW1_20220627,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2392478&dbid=0&repo=WaterResources,,GW1-2022-05941,,,Alamance,6/27/2022,Well Construction - GW1,1,
GW1-2022-01356_Well Construction - GW1_20220124,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2188482&dbid=0&repo=WaterResources,,GW1-2022-01356,,,Mecklenburg,1/24/2022,Well Construction - GW1,1,
GW1-2022-07184_Well Construction - GW1_20220729,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2450511&dbid=0&repo=WaterResources,,GW1-2022-07184,,,Randolph,7/29/2022,Well Construction - GW1,1,
GW1-2022-07692_Well Construction - GW1_20220818,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2469432&dbid=0&repo=WaterResources,,GW1-2022-07692,,,Forsyth,8/18/2022,Well Construction - GW1,1,
GW1-2022-03941_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295888&dbid=0&repo=WaterResources,,GW1-2022-03941,,,Henderson,4/12/2022,Well Construction - GW1,1,
GW1-2022-08518_Well Construction - GW1_20220513,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492385&dbid=0&repo=WaterResources,,GW1-2022-08518,,,Yadkin,5/13/2022,Well Construction - GW1,1,
GW1-2022-09305_Well Construction - GW1_20221006,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2528923&dbid=0&repo=WaterResources,,GW1-2022-09305,,,Cherokee,10/6/2022,Well Construction - GW1,1,
GW1-2022-06838_Well Construction - GW1_20220728,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2430606&dbid=0&repo=WaterResources,,GW1-2022-06838,,,Wake,7/28/2022,Well Construction - GW1,4,
GW1-2022-10395_Well Construction - GW1_20221115,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2591151&dbid=0&repo=WaterResources,,GW1-2022-10395,,,Randolph,11/15/2022,Well Construction - GW1,1,
GW1-2022-10436_Well Construction - GW1_20221116,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2591474&dbid=0&repo=WaterResources,,GW1-2022-10436,,,Wilkes,11/16/2022,Well Construction - GW1,1,
GW1-2022-10639_Well Construction - GW1_20221128,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2612993&dbid=0&repo=WaterResources,,GW1-2022-10639,,,Gaston,11/28/2022,Well Construction - GW1,1,
GW1-2022-00330_Well Construction - GW1_20221222,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2648893&dbid=0&repo=WaterResources,,GW1-2022-00330,,,Union,12/22/2022,Well Construction - GW1,1,
GW1-2022-03118_Well Construction - GW1_20220303,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2234700&dbid=0&repo=WaterResources,,GW1-2022-03118,,,Moore,3/3/2022,Well Construction - GW1,1,
GW1-2022-10528_Well Construction - GW1_20221121,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602635&dbid=0&repo=WaterResources,,GW1-2022-10528,,,Buncombe,11/21/2022,Well Construction - GW1,1,
GW1-2022-01784_Well Construction - GW1_20220214,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2216272&dbid=0&repo=WaterResources,,GW1-2022-01784,,,Currituck,2/14/2022,Well Construction - GW1,3,
GW1-2022-03029_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2231836&dbid=0&repo=WaterResources,,GW1-2022-03029,,,Nash,2/28/2022,Well Construction - GW1,1,
GW1-2022-00326_Well Construction - GW1_20221222,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2648725&dbid=0&repo=WaterResources,,GW1-2022-00326,,,Rutherford,12/22/2022,Well Construction - GW1,1,
GW1-2022-06068_Well Construction - GW1_20220707,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2400419&dbid=0&repo=WaterResources,,GW1-2022-06068,,,Sampson,7/7/2022,Well Construction - GW1,4,
GW1-2022-07519_Well Construction - GW1_20220811,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2468544&dbid=0&repo=WaterResources,,GW1-2022-07519,,,Mecklenburg,8/11/2022,Well Construction - GW1,1,
GW1-2022-06785_Well Construction - GW1_20220713,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2429181&dbid=0&repo=WaterResources,,GW1-2022-06785,,,Union,7/13/2022,Well Construction - GW1,1,
GW1-2022-02899_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2228981&dbid=0&repo=WaterResources,,GW1-2022-02899,,,Guilford,2/28/2022,Well Construction - GW1,1,
GW1-2022-06934_Well Construction - GW1_20220601,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2436813&dbid=0&repo=WaterResources,,GW1-2022-06934,,,Wilkes,6/1/2022,Well Construction - GW1,1,
GW1-2022-03439_Well Construction - GW1_20220318,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2251536&dbid=0&repo=WaterResources,,GW1-2022-03439,,,Vance,3/18/2022,Well Construction - GW1,1,
GW1-2022-00159_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2640332&dbid=0&repo=WaterResources,,GW1-2022-00159,,,Watauga,12/19/2022,Well Construction - GW1,1,
GW1-2022-06046_Well Construction - GW1_20220629,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2400258&dbid=0&repo=WaterResources,,GW1-2022-06046,,,Forsyth,6/29/2022,Well Construction - GW1,1,
GW1-2022-06026_Well Construction - GW1_20220705,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2396243&dbid=0&repo=WaterResources,,GW1-2022-06026,,,Franklin,7/5/2022,Well Construction - GW1,4,
GW1-2022-01324_Well Construction - GW1_20220124,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2187836&dbid=0&repo=WaterResources,,GW1-2022-01324,,,Caldwell,1/24/2022,Well Construction - GW1,1,
GW1-2022-00488_Well Construction - GW1_20220110,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2159917&dbid=0&repo=WaterResources,,GW1-2022-00488,,,Wake,1/10/2022,Well Construction - GW1,4,
GW1-2022-09069_Well Construction - GW1_20220923,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2516609&dbid=0&repo=WaterResources,,GW1-2022-09069,,,Gaston,9/23/2022,Well Construction - GW1,1,
GW1-2022-03074_Well Construction - GW1_20220307,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2234154&dbid=0&repo=WaterResources,,GW1-2022-03074,,,Gaston,3/7/2022,Well Construction - GW1,1,
GW1-2022-09588_Well Construction - GW1_20221021,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2542255&dbid=0&repo=WaterResources,,GW1-2022-09588,,,Rowan,10/21/2022,Well Construction - GW1,1,
GW1-2022-03916_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295860&dbid=0&repo=WaterResources,,GW1-2022-03916,,,Polk,4/12/2022,Well Construction - GW1,1,
GW1-2022-07970_Well Construction - GW1_20220826,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2480286&dbid=0&repo=WaterResources,,GW1-2022-07970,,,Yadkin,8/26/2022,Well Construction - GW1,1,
GW1-2022-08668_Well Construction - GW1_20220427 (2),https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492566&dbid=0&repo=WaterResources,,GW1-2022-08668,,,Rutherford,4/27/2022,Well Construction - GW1,1,
GW1-2022-03818_Well Construction - GW1_20220404,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2285242&dbid=0&repo=WaterResources,,GW1-2022-03818,,,Catawba,4/4/2022,Well Construction - GW1,1,
GW1-2022-10413_Well Construction - GW1_20221116,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2591289&dbid=0&repo=WaterResources,,GW1-2022-10413,,,Wayne,11/16/2022,Well Construction - GW1,1,
GW1-2022-01021_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2171243&dbid=0&repo=WaterResources,,GW1-2022-01021,,,Buncombe,1/7/2022,Well Construction - GW1,1,
GW1-2022-01567_Well Construction - GW1_20220120,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2197456&dbid=0&repo=WaterResources,,GW1-2022-01567,,,Rowan,1/20/2022,Well Construction - GW1,1,
GW1-2022-06029_Well Construction - GW1_20220621,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2396671&dbid=0&repo=WaterResources,,GW1-2022-06029,,,Alamance,6/21/2022,Well Construction - GW1,1,
GW1-2022-09802_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2556520&dbid=0&repo=WaterResources,,GW1-2022-09802,,,Buncombe,10/27/2022,Well Construction - GW1,1,
GW1-2022-03539_Well Construction - GW1_20220324,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2259264&dbid=0&repo=WaterResources,,GW1-2022-03539,,,Wake,3/24/2022,Well Construction - GW1,3,
GW1-2022-03671_Well Construction - GW1_20220321,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2270694&dbid=0&repo=WaterResources,,GW1-2022-03671,,,Columbus,3/21/2022,Well Construction - GW1,1,
GW1-2022-01625_Well Construction - GW1_20220207,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2200579&dbid=0&repo=WaterResources,,GW1-2022-01625,,,Cherokee,2/7/2022,Well Construction - GW1,1,
GW1-2022-06130_Well Construction - GW1_20220628,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2406528&dbid=0&repo=WaterResources,,GW1-2022-06130,,,Haywood,6/28/2022,Well Construction - GW1,1,
GW1-2022-08448_Well Construction - GW1_20220513,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492311&dbid=0&repo=WaterResources,,GW1-2022-08448,,,Surry,5/13/2022,Well Construction - GW1,1,
GW1-2022-03704_Well Construction - GW1_20220330,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2271743&dbid=0&repo=WaterResources,,GW1-2022-03704,,,Cabarrus,3/30/2022,Well Construction - GW1,1,
GW1-2022-06034_Well Construction - GW1_20220623,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2396903&dbid=0&repo=WaterResources,,GW1-2022-06034,,,Rowan,6/23/2022,Well Construction - GW1,1,
GW1-2022-03593_Well Construction - GW1_20220328,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2261339&dbid=0&repo=WaterResources,,GW1-2022-03593,,,Pitt,3/28/2022,Well Construction - GW1,1,
GW1-2022-01924_Well Construction - GW1_20220224,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2224443&dbid=0&repo=WaterResources,,GW1-2022-01924,,,Cumberland,2/24/2022,Well Construction - GW1,1,
GW1-2022-06451_Well Construction - GW1_20220411,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2412795&dbid=0&repo=WaterResources,,GW1-2022-06451,,,Ashe,4/11/2022,Well Construction - GW1,1,
GW1-2022-07452_Well Construction - GW1_20220810,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2461406&dbid=0&repo=WaterResources,,GW1-2022-07452,,,Gaston,8/10/2022,Well Construction - GW1,1,
GW1-2022-02892_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2228870&dbid=0&repo=WaterResources,,GW1-2022-02892,,,Forsyth,2/28/2022,Well Construction - GW1,1,
GW1-2022-03071_Well Construction - GW1_20220307,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2234151&dbid=0&repo=WaterResources,,GW1-2022-03071,,,Chatham,3/7/2022,Well Construction - GW1,1,
GW1-2022-08337_Well Construction - GW1_20220418,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492180&dbid=0&repo=WaterResources,,GW1-2022-08337,,,Person,4/18/2022,Well Construction - GW1,1,
GW1-2022-08616_Well Construction - GW1_20220503,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492482&dbid=0&repo=WaterResources,,GW1-2022-08616,,,Lincoln,5/3/2022,Well Construction - GW1,1,
GW1-2022-02823_Well Construction - GW1_20220224,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2228015&dbid=0&repo=WaterResources,,GW1-2022-02823,,,Watauga,2/24/2022,Well Construction - GW1,2,
GW1-2022-03670_Well Construction - GW1_20220405,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2270414&dbid=0&repo=WaterResources,,GW1-2022-03670,,,Currituck,4/5/2022,Well Construction - GW1,4,
GW1-2022-05457_Well Construction - GW1_20220603,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2368709&dbid=0&repo=WaterResources,,GW1-2022-05457,,,Gaston,6/3/2022,Well Construction - GW1,1,
GW1-2022-07804_Well Construction - GW1_20220819,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2472671&dbid=0&repo=WaterResources,,GW1-2022-07804,,,Guilford,8/19/2022,Well Construction - GW1,1,
GW1-2022-07384_Well Construction - GW1_20220808,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2454209&dbid=0&repo=WaterResources,,GW1-2022-07384,,,Haywood,8/8/2022,Well Construction - GW1,1,
GW1-2022-05252_Well Construction - GW1_20220531,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2358688&dbid=0&repo=WaterResources,,GW1-2022-05252,,,Cumberland,5/31/2022,Well Construction - GW1,1,
GW1-2022-06501_Well Construction - GW1_20220603,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2413279&dbid=0&repo=WaterResources,,GW1-2022-06501,,,Orange,6/3/2022,Well Construction - GW1,1,
GW1-2022-08500_Well Construction - GW1_20220420,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492366&dbid=0&repo=WaterResources,,GW1-2022-08500,,,Iredell,4/20/2022,Well Construction - GW1,1,
GW1-2022-07304_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2452476&dbid=0&repo=WaterResources,,GW1-2022-07304,,,Mecklenburg,8/9/2022,Well Construction - GW1,1,
GW1-2022-03405_Well Construction - GW1_20220315,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2251417&dbid=0&repo=WaterResources,,GW1-2022-03405,,,Forsyth,3/15/2022,Well Construction - GW1,1,
GW1-2022-05686_Well Construction - GW1_20220426,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2365380&dbid=0&repo=WaterResources,,GW1-2022-05686,,,Halifax,4/26/2022,Well Construction - GW1,4,
GW1-2022-05108_Well Construction - GW1_20220527,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2352838&dbid=0&repo=WaterResources,,GW1-2022-05108,,,Buncombe,5/27/2022,Well Construction - GW1,1,
GW1-2022-05974_Well Construction - GW1_20220617,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2395944&dbid=0&repo=WaterResources,,GW1-2022-05974,,,Person,6/17/2022,Well Construction - GW1,1,
GW1-2022-01194_Well Construction - GW1_20220121,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2175995&dbid=0&repo=WaterResources,,GW1-2022-01194,,,Clay,1/21/2022,Well Construction - GW1,1,
GW1-2022-03624_Well Construction - GW1_20220328,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2265515&dbid=0&repo=WaterResources,,GW1-2022-03624,,,Wake,3/28/2022,Well Construction - GW1,1,
GW1-2022-01070_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2172363&dbid=0&repo=WaterResources,,GW1-2022-01070,,,Buncombe,1/7/2022,Well Construction - GW1,1,
GW1-2022-01726_Well Construction - GW1_20220207,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2212851&dbid=0&repo=WaterResources,,GW1-2022-01726,,,Catawba,2/7/2022,Well Construction - GW1,1,
GW1-2022-03971_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2296448&dbid=0&repo=WaterResources,,GW1-2022-03971,,,Caldwell,4/12/2022,Well Construction - GW1,1,
GW1-2022-04864_Well Construction - GW1_20220520,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2346042&dbid=0&repo=WaterResources,,GW1-2022-04864,,,Rutherford,5/20/2022,Well Construction - GW1,1,
GW1-2022-01225_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2177431&dbid=0&repo=WaterResources,,GW1-2022-01225,,,Macon,1/3/2022,Well Construction - GW1,1,
GW1-2022-01612_Well Construction - GW1_20220203,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2198294&dbid=0&repo=WaterResources,,GW1-2022-01612,,,Buncombe,2/3/2022,Well Construction - GW1,1,
GW1-2022-08129_Well Construction - GW1_20220906,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2490744&dbid=0&repo=WaterResources,,GW1-2022-08129,,,Nash,9/6/2022,Well Construction - GW1,1,
GW1-2022-10097_Well Construction - GW1_20221115,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2571819&dbid=0&repo=WaterResources,,GW1-2022-10097,,,Swain,11/15/2022,Well Construction - GW1,4,
GW1-2022-06868_Well Construction - GW1_20220719,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2433695&dbid=0&repo=WaterResources,,GW1-2022-06868,,,Rowan,7/19/2022,Well Construction - GW1,1,
GW1-2022-00351_Well Construction - GW1_20220106,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2154474&dbid=0&repo=WaterResources,,GW1-2022-00351,,,Union,1/6/2022,Well Construction - GW1,4,
GW1-2022-10584_Well Construction - GW1_20221122,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2605782&dbid=0&repo=WaterResources,,GW1-2022-10584,,,Union,11/22/2022,Well Construction - GW1,1,
GW1-2022-03917_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295862&dbid=0&repo=WaterResources,,GW1-2022-03917,,,Madison,4/12/2022,Well Construction - GW1,1,
GW1-2022-01218_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2176559&dbid=0&repo=WaterResources,,GW1-2022-01218,,,Person,1/3/2022,Well Construction - GW1,1,
GW1-2022-09444_Well Construction - GW1_20221017,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536316&dbid=0&repo=WaterResources,,GW1-2022-09444,,,Henderson,10/17/2022,Well Construction - GW1,1,
GW1-2022-05726_Well Construction - GW1_20220609,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2376068&dbid=0&repo=WaterResources,,GW1-2022-05726,,,Iredell,6/9/2022,Well Construction - GW1,1,
GW1-2022-06419_Well Construction - GW1_20220706,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2412689&dbid=0&repo=WaterResources,,GW1-2022-06419,,,Cabarrus,7/6/2022,Well Construction - GW1,1,
GW1-2022-05655_Well Construction - GW1_20220610,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2373023&dbid=0&repo=WaterResources,,GW1-2022-05655,,,Lincoln,6/10/2022,Well Construction - GW1,1,
GW1-2022-03448_Well Construction - GW1_20220311,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2255173&dbid=0&repo=WaterResources,,GW1-2022-03448,,,Henderson,3/11/2022,Well Construction - GW1,1,
GW1-2022-09844_Well Construction - GW1_20221028,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2557800&dbid=0&repo=WaterResources,,GW1-2022-09844,,,Iredell,10/28/2022,Well Construction - GW1,1,
GW1-2022-06185_Well Construction - GW1_20220701,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2407459&dbid=0&repo=WaterResources,,GW1-2022-06185,,,Person,7/1/2022,Well Construction - GW1,1,
GW1-2022-09939_Well Construction - GW1_20221031,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2564916&dbid=0&repo=WaterResources,,GW1-2022-09939,,,Pender,10/31/2022,Well Construction - GW1,1,
GW1-2022-09663_Well Construction - GW1_20221028,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2548421&dbid=0&repo=WaterResources,,GW1-2022-09663,,,Granville,10/28/2022,Well Construction - GW1,4,
GW1-2022-05617_Well Construction - GW1_20220610,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2371752&dbid=0&repo=WaterResources,,GW1-2022-05617,,,Rowan,6/10/2022,Well Construction - GW1,1,
GW1-2022-10491_Well Construction - GW1_20221118,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602275&dbid=0&repo=WaterResources,,GW1-2022-10491,,,Pender,11/18/2022,Well Construction - GW1,2,
GW1-2022-08996_Well Construction - GW1_20220927,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2509206&dbid=0&repo=WaterResources,,GW1-2022-08996,,,Rockingham,9/27/2022,Well Construction - GW1,4,
GW1-2022-10496_Well Construction - GW1_20221118,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602312&dbid=0&repo=WaterResources,,GW1-2022-10496,,,Halifax,11/18/2022,Well Construction - GW1,1,
GW1-2022-10540_Well Construction - GW1_20221121,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602648&dbid=0&repo=WaterResources,,GW1-2022-10540,,,Buncombe,11/21/2022,Well Construction - GW1,1,
GW1-2022-01796_Well Construction - GW1_20220214,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2216283&dbid=0&repo=WaterResources,,GW1-2022-01796,,,Rowan,2/14/2022,Well Construction - GW1,1,
GW1-2022-00079_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2150588&dbid=0&repo=WaterResources,,GW1-2022-00079,,,Cumberland,1/3/2022,Well Construction - GW1,4,
GW1-2022-01019_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2171241&dbid=0&repo=WaterResources,,GW1-2022-01019,,,Buncombe,1/7/2022,Well Construction - GW1,1,
GW1-2022-07528_Well Construction - GW1_20220811,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2468553&dbid=0&repo=WaterResources,,GW1-2022-07528,,,Lincoln,8/11/2022,Well Construction - GW1,2,
GW1-2022-03733_Well Construction - GW1_20220330,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2272528&dbid=0&repo=WaterResources,,GW1-2022-03733,,,Wake,3/30/2022,Well Construction - GW1,1,
GW1-2022-08022_Well Construction - GW1_20220830,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2484222&dbid=0&repo=WaterResources,,GW1-2022-08022,,,Union,8/30/2022,Well Construction - GW1,1,
GW1-2022-06235_Well Construction - GW1_20220701,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2408142&dbid=0&repo=WaterResources,,GW1-2022-06235,,,Lincoln,7/1/2022,Well Construction - GW1,1,
GW1-2022-01635_Well Construction - GW1_20220202,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2200588&dbid=0&repo=WaterResources,,GW1-2022-01635,,,New Hanover,2/2/2022,Well Construction - GW1,1,
